Year;Make-model-year-fuel;Make;Model;Variant;Size segment;Fuel-size segment;No. of registrations;Shares;Prices (2015-DKK);Ownership cost (DKK);Weight (kg);Fuel;Engine effect (kW);Horsepower;Size (m3);Footprint (m�);Cost/km (DKK);fuelPrice (DKK/unit)
2007;mercedes-benz-e320-2007-Diesel;mercedes-benz;e320;UOPLYST;Large;DieselLarge;189;7.46E-05;1366245695,00;1.200.550.184;2460;Diesel;165;209;132.405;235.225;0.784090909;10.35
2007;mercedes-benz-s320-2007-Diesel;mercedes-benz;s320;CDI AUT. SEDAN;Large;DieselLarge;62;2.45E-05;1676838117,00;1.472.996.157;2550;Diesel;173;235;13.964.412;258.064;0.8625;10.35
2007;mercedes-benz-s63-2007-Benzin;mercedes-benz;s63;UOPLYST;Large;BenzinLarge;41;1.62E-05;3557979334,00;3.107.757.882;2615;Benzin;386;612;1.347.537;9.975;1.679.710.145;11.59
2007;mercedes-benz-viano-2007-Diesel;mercedes-benz;viano;CDI 3,0;Large;DieselLarge;261;0.000103078;7187141217,00;6.445.781.975;2940;Diesel;150;195;170.563;90.725;0.848360656;10.35
2007;mitsubishi-grandis-2007-Benzin;mitsubishi;grandis;2,4 MIVEC AUT.;Large;BenzinLarge;37;1.46E-05;4936819747,00;4.151.168.984;2250;Benzin;121;136;1.422.288;8.568;1.093.396.226;11.59
2007;mitsubishi-grandis-2007-Diesel;mitsubishi;grandis;2,0 DI-D;Large;DieselLarge;47;1.86E-05;4936819747,00;4.155.368.984;2345;Diesel;100;136;1.422.288;8.568;0.680921053;10.35
2007;peugeot-107-2007-Diesel;peugeot;107;1,4 HDI 5D MAN.;Small;DieselSmall;96;3.79E-05;1205396096,00;9.443.623.229;1245;Diesel;40;68;8.218.623;55.909;0.424180328;10.35
2007;peugeot-4007-2007-Diesel;peugeot;4007;2,2HDI 7 PERS.;Large;DieselLarge;90;3.55E-05;5740401837,00;4.409.872.316;2410;Diesel;115;156;1.425.114;3.078;0.744604317;10.35
2007;porsche-911-2007-Benzin;porsche;911;CARRERA 4S AUT. CAB.;Large;BenzinLarge;1780;0.000702985;2733171068,00;1.801.063.242;1900;Benzin;261;2.583.333.333;8.952.625;70.125;1.317.045.455;11.59
2007;porsche-cayenne-2007-Benzin;porsche;cayenne;CAYENNE AUT.;Large;BenzinLarge;310;0.00012243;1676158439,00;1.122.170.771;3080;Benzin;213;240;157.488;9.264;1.729.850.746;11.59
2007;seat-alhambra-2007-Diesel;seat;alhambra;1,9 TDI;Large;DieselLarge;66;2.61E-05;574369.69;5.108.441.813;2510;Diesel;103;127.5;14.497.919;83.803;0.694630872;10.35
2007;seat-cordoba-2007-Diesel;seat;cordoba;1,9 TDI;Small;DieselSmall;41;1.62E-05;2103742824,00;1.885.556.872;1662;Diesel;74;100;1.047.744;7.276;0.485915493;10.35
2007;smart-fortwo-2007-Benzin;smart;fortwo;1;Small;BenzinSmall;37;1.46E-05;114695752,00;6.279.039.351;1050;Benzin;45;82;699.192;4.482;0.603645833;11.59
2007;smart-fortwo-2007-Diesel;smart;fortwo;UOPLYST;Small;DieselSmall;214;8.45E-05;114695752,00;6.195.039.351;1050;Diesel;33;82;699.192;4.482;0.352040816;10.35
2007;toyota-aygo-2007-Diesel;toyota;aygo;1,4 DIESEL 5-DØRS HB;Small;DieselSmall;269;0.000106238;1184179104,00;1.050.609.209;1250;Diesel;40;66;8.120.574;67.392;0.424180328;10.35
2007;volkswagen-caravelle-2007-Diesel;volkswagen;caravelle;2,5 TDI AUT.;Large;DieselLarge;262;0.000103473;7004592423,00;6.496.665.196;3000;Diesel;96;140;1.802.454;9.291;0.995192308;10.35
2007;volkswagen-eos-2007-Benzin;volkswagen;eos;3,2 AUT.;Large;BenzinLarge;103;4.07E-05;5853030999,00;5.307.453.579;2000;Benzin;147;160;11.367.216;78.939;0.965833333;11.59
2007;volkswagen-eos-2007-Diesel;volkswagen;eos;2,0 TDI;Small;DieselSmall;43;1.70E-05;5853030999,00;5.360.853.579;2040;Diesel;103;160;11.367.216;78.939;0.694630872;10.35
2007;volkswagen-fox-2007-Diesel;volkswagen;fox;1,4 TDI;Small;DieselSmall;39;1.54E-05;1512307692,00;1.436.935.623;1570;Diesel;51;75;9.765.448;63.412;0.512376238;10.35
2007;volkswagen-sharan-2007-Benzin;volkswagen;sharan;1,8 T;Large;BenzinLarge;34;1.34E-05;5307692308,00;4.854.128.077;2450;Benzin;110;177;160.341;9.215;1.093.396.226;11.59
2007;volkswagen-sharan-2007-Diesel;volkswagen;sharan;UOPLYST;Large;DieselLarge;148;5.85E-05;5307692308,00;4.858.328.077;2510;Diesel;103;177;160.341;9.215;0.663461538;10.35
2007;volkswagen-tiguan-2007-Diesel;volkswagen;tiguan;2,0 TDI;Large;DieselLarge;58;2.29E-05;5040172216,00;4.659.629.032;2260;Diesel;103;150;13.550.927;80.183;0.778195489;10.35
2007;volkswagen-touareg-2007-Diesel;volkswagen;touareg;3,0 TDI;Large;DieselLarge;644;0.000254339;8935706085,00;8.284.982.268;2950;Diesel;165;2.177.142.857;15.859.775;91.675;1.125;10.35
2007;volvo-c70-2007-Benzin;volvo;c70;C 70 COUPE 2,4 I AUT;Large;BenzinLarge;93;3.67E-05;6924466131,00;6.605.774.362;2400;Benzin;125;140;1.166.984;83.356;1.317.045.455;11.59
2008;bmw-5-serie-2008-Diesel;bmw;5-serie;530d Touring Steptronic;Large;DieselLarge;57;2.24E-05;8723884573,00;7.753.168.369;2060;Diesel;210;177;1.325.192;8.954;0.568715084;10.18
2008;bmw-m3-2008-Benzin;bmw;m3;COUPE;Large;BenzinLarge;140;5.50E-05;1569643729,00;1.399.652.451;2080;Benzin;309;420;119.538;8.268;1.418.518.519;11.49
2008;bmw-x3-2008-Diesel;bmw;x3;2,0 D AUT.;Large;DieselLarge;100;3.93E-05;8432352941,00;7.555.545.544;2254;Diesel;160;218;14.119.015;84.545;0.683221477;10.18
2008;bmw-x5-2008-Benzin;bmw;x5;4,8 I AUT.;Large;BenzinLarge;49;1.92E-05;1200887902,00;1.076.823.318;2965;Benzin;261;265.6;16.568.085;93.605;143.625;11.49
2008;bmw-x5-2008-Diesel;bmw;x5;3,0 D AUT.;Large;DieselLarge;734;0.00028814;1200887902,00;1.074.483.318;2755;Diesel;173;265.6;16.568.085;93.605;0.827642276;10.18
2008;bmw-x6-2008-Benzin;bmw;x6;UOPLYST;Large;BenzinLarge;51;2.00E-05;1259873474,00;1.128.462.532;2840;Benzin;225;356.5;16.329.456;96.624;143.625;11.49
2008;bmw-x6-2008-Diesel;bmw;x6;UOPLYST;Large;DieselLarge;130;5.10E-05;1259873474,00;1.126.122.532;2710;Diesel;210;356.5;16.329.456;96.624;0.848333333;10.18
2008;toyota-aygo-2008-Benzin;toyota;aygo;1,0 5-DØRS HB AUT.;Small;BenzinSmall;5136;0.002016192;114409545,00;9.738.371.441;1200;Benzin;50;66;8.120.574;6.035.778.947;0.529493088;11.49
2008;volkswagen-golf-2008-Benzin;volkswagen;golf;1,4 TSI;Small;BenzinSmall;3492;0.001370822;3011109878,00;2.759.301.518;1800;Benzin;103;122.5;11.707.168;74.096;0.851111111;11.49
2008;peugeot-207-2008-Diesel;peugeot;207;1,6 HDI 5 D;Small;DieselSmall;3270;0.001283673;1742386238,00;1.358.070.186;1741;Diesel;66;1.028.695.652;109.928;7.145.134.216;0.458558559;10.18
2008;peugeot-206-2008-Diesel;peugeot;206;1,4 HDI-5 DØRS;Small;DieselSmall;2961;0.001162372;155372919,00;1.200.270.455;1525;Diesel;50;7.090.909.091;901.329;6.304.833.333;0.436909871;10.18
2008;mazda-2-2008-Benzin;mazda;2;1,3 HATCHBACK LOW PO;Small;BenzinSmall;2840;0.001114872;155917869,00;1.116.973.344;1485;Benzin;76;90.4;98.124;6.617.838.889;0.621081081;11.49
2008;skoda-fabia-2008-Diesel;skoda;fabia;1,4 TDI;Small;DieselSmall;2778;0.001090534;1420643729,00;1.314.048.834;1655;Diesel;59;8.065.217.391;104.304;6.793.539.698;0.417213115;10.18
2008;kia-picanto-2008-Benzin;kia;picanto;1,1;Small;BenzinSmall;2624;0.001030079;1054372919,00;8.758.523.209;1350;Benzin;48;65;84.064;5.68;0.5745;11.49
2008;peugeot-107-2008-Benzin;peugeot;107;1,0I 68HK.5D.;Small;BenzinSmall;2620;0.001028509;1109755827,00;8.308.987.646;1190;Benzin;50;6.672.727.273;8.218.623;55.909;0.529493088;11.49
2008;suzuki-swift-2008-Benzin;suzuki;swift;1,3;Small;BenzinSmall;2596;0.001019087;1476026637,00;1.209.911.952;1485;Benzin;68;8.609.090.909;93.795;6.350.804.959;0.668023256;11.49
2008;mazda-6-2008-Benzin;mazda;6;2,5 HATCHBACK;Large;BenzinLarge;2592;0.001017517;3218645949,00;2.318.223.751;1905;Benzin;108;1.536.428.571;1.220.832;8.467.059.184;0.803496503;11.49
2008;skoda-fabia-2008-Benzin;skoda;fabia;1,2;Small;BenzinSmall;2548;0.001000245;1420643729,00;1.300.848.834;1585;Benzin;63;8.065.217.391;98.154;6.793.539.698;0.679881657;11.49
2008;audi-a4-2008-Diesel;audi;a4;2,0 TDI AUT.;Small;DieselSmall;2493;0.000978654;4584128746,00;4.166.233.017;2010;Diesel;105;1.558.076.923;1.238.544;8.508.702.219;0.559340659;10.18
2008;opel-corsa-2008-Benzin;opel;corsa;1;Small;BenzinSmall;2484;0.000975121;1508879023,00;1.215.399.957;1545;Benzin;66;9.057.142.857;101.916;6.843.257.143;0.641899441;11.49
2008;ford-focus-2008-Diesel;ford;focus;1,6 TDCI;Small;DieselSmall;2048;0.000803964;2746936737,00;2.601.816.801;1880;Diesel;66;134;1.192.596;816.224;0.458558559;10.18
2008;opel-corsa-2008-Diesel;opel;corsa;1,3 CDTI;Small;DieselSmall;2026;0.000795328;1508879023,00;1.247.799.957;1695;Diesel;55;9.057.142.857;101.916;6.843.257.143;0.458558559;10.18
2008;toyota-yaris-2008-Diesel;toyota;yaris;1,4 D - 4D 5 DØRS;Small;DieselSmall;2018;0.000792187;1876026637,00;164.926.611;1525;Diesel;66;8.717.647.059;975.375;6.378.578.947;0.458558559;10.18
2008;ford-mondeo-2008-Diesel;ford;mondeo;2,0 TDCI;Large;DieselLarge;1993;0.000782373;3718079911,00;355.107.887;2170;Diesel;129;1.327.142.857;13.784.337;911.925;0.620731707;10.18
2008;mitsubishi-colt-2008-Benzin;mitsubishi;colt;1,1;Small;BenzinSmall;1914;0.000751361;1442807991,00;1.229.959.807;1465;Benzin;80;9.930.769.231;1.019.745;6.563.307.692;0.713664596;11.49
2008;audi-a4-2008-Benzin;audi;a4;1,8 T;Large;BenzinLarge;1769;0.00069444;4584128746,00;4.141.033.017;1960;Benzin;132;1.563.333.333;1.229.943;8.508.702.219;0.814893617;11.49
2008;peugeot-407-2008-Diesel;peugeot;407;1,6 HDI STC.;Large;DieselLarge;1716;0.000673634;3073407325,00;2.392.924.792;2195;Diesel;100;129;12.837.244;85.613;0.609580838;10.18
2008;peugeot-308-2008-Diesel;peugeot;308;1,6 HDI 91 HK. STC.;Small;DieselSmall;1653;0.000648903;2585893452,00;1.977.765.413;1804;Diesel;110;1.198.888.889;13.186.912;7.842.119.527;0.458558559;10.18
2008;hyundai-i30-2008-Diesel;hyundai;i30;1,6 CRDI;Small;DieselSmall;1649;0.000647333;2219689234,00;1.738.777.034;1820;Diesel;85;9.627.777.778;11.094.384;7.666.855.556;0.458558559;10.18
2008;skoda-octavia-2008-Diesel;skoda;octavia;1,9 TDI;Small;DieselSmall;1615;0.000633985;2869067703,00;2.650.843.668;2010;Diesel;77;1.278.125;11.890.683;80.889;0.575141243;10.18
2008;toyota-avensis-2008-Benzin;toyota;avensis;2,0 STW D-4;Small;BenzinSmall;1559;0.000612002;397718091,00;3.421.687.871;1820;Benzin;95;1.393.076.923;12.060.224;8.275.771.429;0.826618705;11.49
2008;fiat-500-2008-Benzin;fiat;500;1,4;Small;BenzinSmall;1553;0.000609647;1587014428,00;1.394.178.667;1305;Benzin;51;74;8.621.885;57.865;0.58622449;11.49
2008;suzuki-splash-2008-Benzin;suzuki;splash;1,2;Small;BenzinSmall;1552;0.000609254;1276304107,00;1.037.367.824;1485;Benzin;48;77.875;9.936.864;62.412;0.631318681;11.49
2008;fiat-panda-2008-Benzin;fiat;panda;1,2;Small;BenzinSmall;1506;0.000591196;1290754717,00;113.962.936;1305;Benzin;44;60;8.613.528;55.932;0.631318681;11.49
2008;suzuki-swift-2008-Diesel;suzuki;swift;1,25 DIESEL;Small;DieselSmall;1386;0.000544089;1476026637,00;1.242.311.952;1525;Diesel;55;8.717.647.059;988.295;6.350.804.959;0.458558559;10.18
2008;toyota-corolla-2008-Benzin;toyota;corolla;1,8;Large;BenzinLarge;1368;0.000537023;2901753607,00;2.535.363.734;2035;Benzin;95;117;11.745.888;79.904;0.883846154;11.49
2008;volkswagen-passat-2008-Benzin;volkswagen;passat;1,8 TSI;Large;BenzinLarge;1334;0.000523676;504327414,00;4.574.778.221;2050;Benzin;118;1.476.428.571;13.195.728;86.762;0.870454545;11.49
2008;peugeot-307-2008-Diesel;peugeot;307;1,6 HDI ST. CAR;Small;DieselSmall;1309;0.000513862;2663607103,00;2.053.458.912;1825;Diesel;80;1.080.769.231;12.273.456;781.452;0.509;10.18
2008;citron-berlingo-2008-Diesel;citron;berlingo;1,6 HDI;Small;DieselSmall;770;0.000302272;2860110988,00;2.484.342.207;1880;Diesel;80;110;12.888.648;71.208;0.538624339;10.18
2008;chevrolet-matiz-2008-Benzin;chevrolet;matiz;1;Small;BenzinSmall;1251;0.000491093;1032153163,00;721.817.491;1250;Benzin;38;51;78.225;5.25;0.5984375;11.49
2008;hyundai-getz-2008-Benzin;hyundai;getz;1,4;Small;BenzinSmall;1239;0.000486383;1276315205,00;1.000.542.227;1510;Benzin;71;66.6;9.480.423;6.354.124;0.688023952;11.49
2008;hyundai-i10-2008-Benzin;hyundai;i10;1,1;Small;BenzinSmall;1201;0.000471465;1109833518,00;8.459.802.128;1405;Benzin;49;6.788.888.889;88.288;5.664.355.556;0.5745;11.49
2008;volkswagen-touran-2008-Diesel;volkswagen;touran;2,0 TDI AUT.;Large;DieselLarge;1198;0.000470288;3969966704,00;369.192.194;2290;Diesel;77;1.232.307.692;12.965.865;7.863.607.692;0.683221477;10.18
2008;peugeot-207-2008-Benzin;peugeot;207;1,6 I CC;Small;BenzinSmall;1187;0.00046597;1742386238,00;1.355.670.186;1737;Benzin;70;1.028.695.652;10.189.452;7.145.134.216;0.803496503;11.49
2008;ford-mondeo-2008-Benzin;ford;mondeo;2;Large;BenzinLarge;1160;0.00045537;3718079911,00;356.607.887;2295;Benzin;107;1.327.142.857;135.513;911.925;1.063.888.889;11.49
2008;mazda-5-2008-Benzin;mazda;5;2;Large;BenzinLarge;1043;0.000409441;2891320755,00;2.119.556.649;2125;Benzin;107;1.393.333.333;12.779.536;7.934.666.667;0.904724409;11.49
2008;toyota-yaris-2008-Benzin;toyota;yaris;1,3 5 DØRS;Small;BenzinSmall;1041;0.000408656;1876026637,00;161.686.611;1480;Benzin;64;90.375;975.375;6.378.578.947;0.688023952;11.49
2008;opel-astra-2008-Benzin;opel;astra;1,6;Large;BenzinLarge;1040;0.000408263;279490566,00;2.242.427.473;1860;Benzin;85;1.191.666.667;11.865;7.755.733.333;0.755921053;11.49
2008;opel-vectra-2008-Diesel;opel;vectra;1,9 CDTI;Large;DieselLarge;1011;0.000396879;3674794673,00;2.983.985.627;2155;Diesel;110;1.757.142.857;1.211.508;8.567.236.735;0.602366864;10.18
2008;toyota-avensis-2008-Diesel;toyota;avensis;2,0 STW D-4D  DPF;Small;DieselSmall;990;0.000388635;397718091,00;3.466.087.871;1970;Diesel;93;1.291.428.571;12.626.944;8.275.771.429;0.591860465;10.18
2008;renault-clio-2008-Benzin;renault;clio;1,2 8V 60 HK;Small;BenzinSmall;974;0.000382354;1285571587,00;1.139.733.908;1445;Benzin;43;60;10.166.121;68.229;0.688023952;11.49
2008;suzuki-sx4-2008-Benzin;suzuki;sx4;1,6;Small;BenzinSmall;957;0.000375681;2108657048,00;1.738.940.309;1650;Benzin;79;107;12.169.696;7.63;0.781632653;11.49
2008;volkswagen-polo-2008-Benzin;volkswagen;polo;1,4 AUT.;Small;BenzinSmall;940;0.000369007;1770255272,00;1.614.550.694;1570;Benzin;44;80;950.796;6.463.285.714;0.668023256;11.49
2008;renault-clio-2008-Diesel;renault;clio;1,5 DCI 68 HK;Small;DieselSmall;926;0.000363511;2229733629,00;195.649.842;1665;Diesel;63;76;10.166.121;68.229;0.44845815;10.18
2008;kia-ceed-2008-Diesel;kia;ceed;1,6 DIESEL;Small;DieselSmall;906;0.00035566;2164239734,00;1.862.381.557;1920;Diesel;85;115.5;12.161.976;7.929.271.296;0.499019608;10.18
2008;honda-civic-2008-Benzin;honda;civic;1,8 I SPORT;Small;BenzinSmall;881;0.000345846;2774672586,00;2.429.576.729;1750;Benzin;103;140;11.008.692;755.528.125;0.755921053;11.49
2008;suzuki-liana-2008-Benzin;suzuki;liana;1,6 L;Small;BenzinSmall;843;0.000330929;198418424,00;1.640.754.291;1650;Benzin;79;107;11.080.485;71.487;0.792413793;11.49
2008;toyota-corolla-2008-Diesel;toyota;corolla;2,2 D-4D DPF;Large;DieselLarge;824;0.00032347;2901753607,00;2.584.563.734;2160;Diesel;100;124;11.745.888;79.904;0.669736842;10.18
2008;renault-laguna-2008-Diesel;renault;laguna;2,0 DCI 16V 150;Small;DieselSmall;818;0.000321115;3029389567,00;2.674.875.593;1957;Diesel;81;120;11.592.438;81.066;0.509;10.18
2008;ford-fiesta-2008-Benzin;ford;fiesta;1,6 AUT.;Small;BenzinSmall;776;0.000304627;1376104329,00;1.324.930.255;1525;Benzin;59;84;1.005.512;6.752.128;0.713664596;11.49
2008;ford-ka-2008-Benzin;ford;ka;1,3;Small;BenzinSmall;773;0.000303449;1061287458,00;1.020.684.384;1275;Benzin;51;70;8.083.822;59.006;0.679881657;11.49
2008;opel-astra-2008-Diesel;opel;astra;1,9 CDTI;Small;DieselSmall;773;0.000303449;279490566,00;2.301.827.473;1975;Diesel;88;1.191.666.667;1.149.141.156;7.755.733.333;0.602366864;10.18
2008;volkswagen-polo-2008-Diesel;volkswagen;polo;1,4 TDI;Small;DieselSmall;771;0.000302664;1770255272,00;1.665.550.694;1680;Diesel;59;80;950.796;6.463.285.714;0.509;10.18
2008;audi-a3-2008-Diesel;audi;a3;2,0 TDI;Small;DieselSmall;758;0.000297561;3526970033,00;3.194.351.364;1880;Diesel;77;134;10.782.486;7.549.434.375;0.458558559;10.18
2008;opel-zafira-2008-Diesel;opel;zafira;1,9 CDTI;Large;DieselLarge;752;0.000295206;4182308546,00;3.377.449.714;2195;Diesel;88;129;1.319.544;8.046;0.609580838;10.18
2008;audi-a6-2008-Diesel;audi;a6;2,7 TDI MULTITRONIC;Large;DieselLarge;748;0.000293635;683709212,00;6.291.300.763;2510;Diesel;176;202;13.387.908;91.636;0.892982456;10.18
2008;volvo-v70-2008-Benzin;volvo;v70;3,2 AUT.;Large;BenzinLarge;727;0.000285392;5889012209,00;5.561.621.693;2100;Benzin;106;167.25;14.029.092;9.012.754.438;1.035.135.135;11.49
2008;hyundai-getz-2008-Diesel;hyundai;getz;1,5 CRDI;Small;DieselSmall;686;0.000269297;1276315205,00;1.032.942.227;1600;Diesel;65;66.6;946.764.476;6.354.124;0.469124424;10.18
2008;skoda-octavia-2008-Benzin;skoda;octavia;1,6 FSI;Large;BenzinLarge;667;0.000261838;2869067703,00;2.610.643.668;1950;Benzin;118;1.278.125;11.890.683;80.889;0.755921053;11.49
2008;ford-fiesta-2008-Diesel;ford;fiesta;1,6 TDCI;Small;DieselSmall;664;0.00026066;1376104329,00;1.342.330.255;1575;Diesel;50;89.2;1.005.512;6.752.128;0.458558559;10.18
2008;toyota-auris-2008-Benzin;toyota;auris;1,6 5-DØRS HB;Small;BenzinSmall;654;0.000256735;2806526082,00;244.120.592;1750;Benzin;91;118.75;11.289.344;74.272;0.814893617;11.49
2008;peugeot-partner-2008-Diesel;peugeot;partner;1,6 HDI 4-DØRS;Small;DieselSmall;648;0.000254379;2008768036,00;1.591.571.569;2040;Diesel;80;1.033.333.333;12.841.176;71.208;0.581714286;10.18
2008;chevrolet-aveo-2008-Benzin;chevrolet;aveo;1.2 16V 5 DØRS;Small;BenzinSmall;643;0.000252417;1498290788,00;1.033.982.866;1503;Benzin;62;84;98.784;65.856;0.631318681;11.49
2008;ford-focus-2008-Benzin;ford;focus;UOPLYST;Small;BenzinSmall;623;0.000244565;2746936737,00;2.599.416.801;1820;Benzin;74;111;12.612.096;816.224;0.77114094;11.49
2008;mitsubishi-lancer-2008-Benzin;mitsubishi;lancer;1,6 STW;Large;BenzinLarge;620;0.000243388;2663684795,00;2.263.849.934;1850;Benzin;105;143;11.984.368;80.432;0.883846154;11.49
2008;nissan-qashqai-2008-Diesel;nissan;qashqai;1,5 DCI;Large;DieselLarge;599;0.000235144;3645948946,00;3.286.835.794;2085;Diesel;78;122.75;12.380.256;778.305;0.669736842;10.18
2008;audi-a3-2008-Benzin;audi;a3;1,4 TSI;Large;BenzinLarge;598;0.000234751;3526970033,00;3.206.951.364;1930;Benzin;92;134;10.721.568;7.549.434.375;0.838686131;11.49
2008;suzuki-ignis-2008-Benzin;suzuki;ignis;1,5 L 2 WD;Small;BenzinSmall;591;0.000232003;1598468368,00;1.321.495.826;1475;Benzin;69;94;9.529.429;6.057.133.333;0.746103896;11.49
2008;smart-fortwo-2008-Diesel;smart;fortwo;0,8 CDI;Small;DieselSmall;586;0.000230041;1109866815,00;6.001.881.159;1050;Diesel;33;82;699.192;4.482;0.335973597;10.18
2008;mazda-3-2008-Benzin;mazda;3;1,6 SEDAN;Small;BenzinSmall;568;0.000222974;2438146504,00;1.774.402.958;1725;Benzin;110;1.503.333.333;11.357.632;7.843.733.333;0.792413793;11.49
2008;opel-vectra-2008-Benzin;opel;vectra;1,8;Large;BenzinLarge;533;0.000209235;3674794673,00;2.939.585.627;1870;Benzin;103;1.757.142.857;129.417;8.567.236.735;0.838686131;11.49
2008;hyundai-matrix-2008-Benzin;hyundai;matrix;1,6;Small;BenzinSmall;528;0.000207272;1886748058,00;1.502.269.614;1800;Benzin;76;106.5;11.471.472;70.035;0.838686131;11.49
2008;opel-agila-2008-Benzin;opel;agila;1;Small;BenzinSmall;509;0.000199813;1431753607,00;1.125.606.357;1485;Benzin;48;85;9.990.288;62.832;0.5745;11.49
2008;audi-a6-2008-Benzin;audi;a6;2,4 AUT.;Large;BenzinLarge;498;0.000195495;683709212,00;6.206.100.763;2250;Benzin;130;202;13.378.856;91.636;1.126.470.588;11.49
2008;nissan-micra-2008-Benzin;nissan;micra;1,2 5D. HP;Small;BenzinSmall;483;0.000189607;1542597114,00;1.371.014.866;1475;Benzin;59;65;9.509.808;61.752;0.679881657;11.49
2008;audi-q7-2008-Diesel;audi;q7;3,0 TDI QUATTRO;Large;DieselLarge;483;0.000189607;1116530522,00;1.019.301.247;3120;Diesel;240;254.4;17.536.068;100.782;1.071.578.947;10.18
2008;seat-ibiza-2008-Benzin;seat;ibiza;1,8 T;Small;BenzinSmall;479;0.000188037;181299667,00;1.618.344.869;1526;Benzin;63;90;96.696;676.029.375;0.713664596;11.49
2008;nissan-note-2008-Benzin;nissan;note;1,4;Small;BenzinSmall;467;0.000183326;244609323,00;2.177.307.764;1546;Benzin;65;104.5;1.068.756;68.952;0.803496503;11.49
2008;seat-leon-2008-Diesel;seat;leon;1,9 TDI;Small;DieselSmall;454;0.000178223;2636825749,00;2.362.187.052;1868;Diesel;77;122.5;11.163.744;76.464;0.509;10.18
2008;peugeot-308-2008-Benzin;peugeot;308;1,6I 5D.;Small;BenzinSmall;434;0.000170371;2585893452,00;1.975.365.413;1815;Benzin;88;1.198.888.889;11.515.763;7.842.119.527;0.77114094;11.49
2008;hyundai-sonata-2008-Diesel;hyundai;sonata;2,0  AUT CRDI;Large;DieselLarge;432;0.000169586;2674716981,00;2.136.229.932;2150;Diesel;103;167.8;1.300.032;8.784;0.620731707;10.18
2008;fiat-500-2008-Diesel;fiat;500;1,3 MJT;Small;DieselSmall;426;0.000167231;1587014428,00;1.422.378.667;1420;Diesel;55;74;8.621.885;57.865;0.427731092;10.18
2008;opel-zafira-2008-Benzin;opel;zafira;1,6;Large;BenzinLarge;419;0.000164483;4182308546,00;3.333.049.714;2100;Benzin;103;1.294.444.444;1.319.544;8.046;0.838686131;11.49
2008;volvo-s60-2008-Benzin;volvo;s60;2,4;Large;BenzinLarge;418;0.00016409;4528301887,00;4.307.750.944;1975;Benzin;154;155;118.404;8.28;1.007.894.737;11.49
2008;seat-altea-2008-Diesel;seat;altea;1,9 TDI;Large;DieselLarge;416;0.000163305;259563818,00;2.345.998.281;2064;Diesel;103;200;1.180.852;76.184;0.55027027;10.18
2008;nissan-qashqai-2008-Benzin;nissan;qashqai;2;Large;BenzinLarge;412;0.000161735;3645948946,00;3.252.635.794;1960;Benzin;104;122.75;123.802;778.305;0.9575;11.49
2008;toyota-auris-2008-Diesel;toyota;auris;1,4 D-4D 5-DØRS HB;Small;DieselSmall;403;0.000158202;2806526082,00;244.720.592;1760;Diesel;66;1.177.272.727;11.289.344;74.272;0.509;10.18
2008;honda-accord-2008-Benzin;honda;accord;2,4 EXECUTIVE AUT.;Large;BenzinLarge;403;0.000158202;3884550499,00;3.386.174.952;1935;Benzin;115;161.5;12.506.112;863.135;0.838686131;11.49
2008;hyundai-i30-2008-Benzin;hyundai;i30;1,4;Small;BenzinSmall;398;0.000156239;2219689234,00;1.721.377.034;1720;Benzin;93;1.026.666.667;11.094.384;7.666.855.556;0.700609756;11.49
2008;ford-fusion-2008-Diesel;ford;fusion;1,6 TDCI;Small;DieselSmall;391;0.000153491;1973285239,00;1.891.005.145;1675;Diesel;66;84;10.621.688;69.058;0.458558559;10.18
2008;skoda-superb-2008-Diesel;skoda;superb;2,0 TDI;Large;DieselLarge;390;0.000153099;3274139845,00;3.027.956.299;2110;Diesel;77;145;1.248.912;8.704.088.889;0.602366864;10.18
2008;citron-c1-2008-Benzin;citron;c1;1,0 I;Small;BenzinSmall;3551;0.001393983;1241231964,00;1.051.833.196;1180;Benzin;50;68;8.186.512;56.072;0.529493088;11.49
2008;volkswagen-tiguan-2008-Diesel;volkswagen;tiguan;2,0 TDI 4-MOTION;Large;DieselLarge;381;0.000149566;5474472808,00;5.044.543.133;2260;Diesel;103;150;13.550.927;80.183;0.765413534;10.18
2008;renault-laguna-2008-Benzin;renault;laguna;1,6 16V 110;Large;BenzinLarge;358;0.000140537;3029389567,00;2.683.275.593;1940;Benzin;103;120;11.592.438;81.066;0.9192;11.49
2008;fiat-bravo-2008-Benzin;fiat;bravo;1,4 T-JET;Small;BenzinSmall;345;0.000135433;2386137625,00;2.140.793.309;1785;Benzin;110;120;116.529;77.686;0.814893617;11.49
2008;mitsubishi-outlander-2008-Diesel;mitsubishi;outlander;2.2DI-D 7SÆDER;Large;DieselLarge;341;0.000133863;4950033296,00;4.185.278.236;2360;Diesel;115;160;1.403.136;8.352;0.702068966;10.18
2008;peugeot-407-2008-Benzin;peugeot;407;2,0 I 4D;Large;BenzinLarge;334;0.000131115;3073407325,00;2.362.924.792;2100;Benzin;92;1.172.857.143;12.308.905;85.613;0.904724409;11.49
2008;chevrolet-lacetti-2008-Benzin;chevrolet;lacetti;1,6;Small;BenzinSmall;331;0.000129938;1997713651,00;1.457.838.866;1660;Benzin;80;109;11.568.164;79.234;0.934146341;11.49
