Year;Make-model-year-fuel;Make;Model;Variant;Size segment;Fuel-size segment;No. of registrations;Shares;Prices (2015-DKK);Ownership cost (DKK);Weight (kg);Fuel;Engine effect (kW);Horsepower;Size (m3);Footprint (m�);Cost/km (DKK);fuelPrice (DKK/unit)
2006;audi-q7-2006-Benzin;audi;q7;4,2 FSI AUT.;Large;BenzinLarge;38;1.51E-05;1155310748,00;1.049.246.582;2935;Benzin;257;233;17.536.068;100.782;1.528.378.378;11.31
2006;citron-berlingo-2006-Benzin;citron;berlingo;1,6 I 16V;Large;BenzinLarge;895;0.000355563;2859976636,00;2.478.230.045;1850;Benzin;80;9.666.666.667;126.936;71.208;0.85037594;11.31
2006;citron-berlingo-2006-Diesel;citron;berlingo;1,6 HDI;Small;DieselSmall;677;0.000268956;2859976636,00;2.503.430.045;1875;Diesel;66;9.666.666.667;12.888.648;71.208;0.549189189;10.16
2006;citron-c1-2006-Benzin;citron;c1;1,0 I;Small;BenzinSmall;2090;0.000830308;1518551402,00;1.283.351.249;1200;Benzin;50;66;8.186.512;56.072;0.521198157;11.31
2006;citron-c3-2006-Benzin;citron;c3;HBKFV;Small;BenzinSmall;1030;0.000409195;2201471963,00;1.898.482.357;1510;Benzin;54;75;977.284;64.295;0.689634146;11.31
2006;citron-c5-2006-Benzin;citron;c5;2,0 I 16V;Large;BenzinLarge;986;0.000391715;3960151869,00;3.411.103.087;2016;Benzin;103;109;125.134;84.075;0.856818182;11.31
2006;citron-c5-2006-Diesel;citron;c5;UOPLYST;Small;DieselSmall;1041;0.000413565;3992885514,00;3.449.230.525;1950;Diesel;100;138;13.008.952;8.455;0.549189189;10.16
2006;mazda-2-2006-Benzin;mazda;2;1,4;Small;BenzinSmall;355;0.000141033;212703271,00;1.557.631.311;1510;Benzin;74;80;10.075.968;153.664;0.744078947;11.31
2006;mazda-5-2006-Benzin;mazda;5;2,0 ROADSTER;Large;BenzinLarge;1031;0.000409592;2417792056,00;1.804.620.793;2100;Benzin;107;127;12.779.536;203.401;0.92704918;11.31
2006;suzuki-alto-2006-Benzin;suzuki;alto;1,1 L;Small;BenzinSmall;483;0.000191885;1291086449,00;1.034.028.357;1175;Benzin;46;62;75.628;12.25;0.554411765;11.31
2006;suzuki-vitara-2006-Benzin;suzuki;vitara;2,0 L AT;Large;BenzinLarge;3000;0.00119183;2558329439,00;2.168.048.636;2075;Benzin;78;106;1.233.877;74.404;1.028.181.818;11.31
2006;bmw-x3-2006-Diesel;bmw;x3;3,0 SD AUT;Large;DieselLarge;105;4.17E-05;1005734813,00;8.997.355.707;2265;Diesel;160;218;14.119.015;84.545;0.730935252;10.16
2006;chevrolet-tacuma-2006-Benzin;chevrolet;tacuma;2;Small;BenzinSmall;221;8.78E-05;2292266355,00;1.640.096.394;1828;Benzin;77;106.5;1.209.648;7.656;0.9048;11.31
2006;chrysler-voyager-2006-Benzin;chrysler;voyager;2,4 SE;Large;BenzinLarge;67;2.66E-05;5478971963,00;1.564.534.901;2450;Benzin;128;149;171.936;9.552;111.980.198;11.31
2006;chrysler-voyager-2006-Diesel;chrysler;voyager;2,8 CRD AUT.;Large;DieselLarge;144;5.72E-05;5478971963,00;1.649.734.901;2675;Diesel;110;149;171.936;9.552;0.861016949;10.16
2006;ferrari-f430-2006-Benzin;ferrari;f430;#N/A;Small;BenzinSmall;101;4.01E-05;4549065421,00;3976675.69;1725;Benzin;375;490;10.477.632;86.592;2.056.363.636;11.31
2006;fiat-dobl-2006-Diesel;fiat;dobl;1,3 JTD;Small;DieselSmall;49;1.95E-05;1994334112,00;1.829.351.812;2005;Diesel;62;77;12.946.752;71.136;0.558241758;10.16
2006;fiat-stilo-2006-Benzin;fiat;stilo;1,4;Small;BenzinSmall;178;7.07E-05;2064240654,00;1.834.216.212;1600;Benzin;70;103;12.462.032;79.376;0.734415584;11.31
2006;fiat-stilo-2006-Diesel;fiat;stilo;#N/A;Small;DieselSmall;79;3.14E-05;2064240654,00;1.889.416.212;1830;Diesel;130;103;12.462.032;79.376;0.549189189;10.16
2006;honda-accord-2006-Diesel;honda;accord;2,2 D EXECUTIVE;Small;DieselSmall;100;3.97E-05;4310175234,00;3.772.466.465;1970;Diesel;103;190;1.191.784;82.192;0.558241758;10.16
2006;honda-civic-2006-Diesel;honda;civic;2,2 D SPORT;Small;DieselSmall;47;1.87E-05;3153598131,00;2.772.049.582;1890;Diesel;103;140;109.208;7.515.416.667;0.537566138;10.16
2006;hyundai-accent-2006-Benzin;hyundai;accent;1,6;Small;BenzinSmall;231;9.18E-05;1664696262,00;1.291.129.905;1550;Benzin;63;90;98.196;7.014;0.677245509;11.31
2006;hyundai-elantra-2006-Benzin;hyundai;elantra;2;Small;BenzinSmall;90;3.58E-05;2313200935,00;1.821.342.723;1775;Benzin;77;143;110.682;7.74;0.80212766;11.31
2006;hyundai-tucson-2006-Diesel;hyundai;tucson;2,0 CRDI AUT. 2WD;Large;DieselLarge;39;1.55E-05;3124719626,00;2.511.323.036;2125;Diesel;103;141;1.309.392;7.794;0.71048951;10.16
2006;jaguar-xk-2006-Benzin;jaguar;xk;UOPLYST;Large;BenzinLarge;84;3.34E-05;1973787383,00;1.670.301.593;2075;Benzin;219;300;11.411.148;87.108;1.285.227.273;11.31
2006;kia-carnival-2006-Diesel;kia;carnival;2,9 D;Large;DieselLarge;725;0.000288026;4789684579,00;4.120.255.751;2900;Diesel;106;185;17.333.316;95.238;0.79375;10.16
2006;kia-picanto-2006-Diesel;kia;picanto;1,1 DIESEL;Small;DieselSmall;172;6.83E-05;1238317757,00;1.069.131.075;1485;Diesel;55;66;8.288;5.6;0.447577093;10.16
2006;mercedes-benz-c180-2006-Benzin;mercedes-benz;c180;R046K0;Large;BenzinLarge;31;1.23E-05;7324766355,00;643.817.611;1935;Benzin;105;143;11.206.767;205.209;0.9048;11.31
2006;mercedes-benz-cl500-2006-Benzin;mercedes-benz;cl500;UOPLYST;Large;BenzinLarge;42;1.67E-05;2702102804,00;2.358.805.637;2510;Benzin;0;306;13.383.216;254.016;1.362.650.602;11.31
2006;mercedes-benz-e-2006-Diesel;mercedes-benz;e;280 CDI AUT.;Large;DieselLarge;745;0.000295971;1184830607,00;1.043.694.164;2275;Diesel;140;224;1.271.998;87.724;0.76969697;10.16
2006;mercedes-benz-e220-2006-Diesel;mercedes-benz;e220;CDI;Large;DieselLarge;73;2.90E-05;1042056075,00;9.202.477.338;2350;Diesel;125;150;1.349.834;8.827;0.741605839;10.16
2006;mercedes-benz-e280-2006-Diesel;mercedes-benz;e280;CDI;Large;DieselLarge;113;4.49E-05;1088785047,00;9.645.507.713;2420;Diesel;140;190;1.271.998;232.324;0.82601626;10.16
2006;mercedes-benz-e320-2006-Diesel;mercedes-benz;e320;CDI;Large;DieselLarge;197;7.83E-05;1184830607,00;1.047.594.164;2460;Diesel;165;209;1.271.998;232.324;0.82601626;10.16
2006;mercedes-benz-s320-2006-Diesel;mercedes-benz;s320;CDI;Large;DieselLarge;55;2.19E-05;1558411215,00;1.370.601.297;2580;Diesel;155;235;127.169;94.996;0.853781513;10.16
2006;mercedes-benz-s350-2006-Benzin;mercedes-benz;s350;UOPLYST;Large;BenzinLarge;43;1.71E-05;1636682243,00;1.434.556.384;2505;Benzin;200;306;14.592;94.996;1.142.424.242;11.31
2006;mercedes-benz-s500-2006-Benzin;mercedes-benz;s500;UOPLYST;Large;BenzinLarge;130;5.16E-05;2282565421,00;1.996.063.127;2575;Benzin;285;455;13.964.412;258.064;1.330.588.235;11.31
2006;mercedes-benz-viano-2006-Diesel;mercedes-benz;viano;CDI 3,0 AUT.;Large;DieselLarge;203;8.06E-05;9345794393,00;8.330.807.477;2950;Diesel;110;195;170.563;225.625;0.89122807;10.16
2006;mini-cooper-2006-Benzin;mini;cooper;1,6;Small;BenzinSmall;79;3.14E-05;3306074766,00;3.119.187.646;1575;Benzin;85;115;8.649.927;61.347;0.825547445;11.31
2006;nissan-primera-2006-Diesel;nissan;primera;#N/A;Small;DieselSmall;42;1.67E-05;2628504673,00;237423.75;1950;Diesel;160;111.8;121.331.584;819.808;0.580571429;10.16
2006;opel-corsa-2006-Diesel;opel;corsa;1,3 CDTI;Small;DieselSmall;88;3.50E-05;1589193925,00;1.290.866.293;1570;Diesel;55;78;997.174.272;6.737.664;0.447577093;10.16
2006;peugeot-1007-2006-Benzin;peugeot;1007;1,6 I 16V 2 TRONIC;Small;BenzinSmall;230;9.14E-05;2102686916,00;1.620.370.483;1600;Benzin;54;79.5;10.030.716;61.918;0.744078947;11.31
2006;peugeot-1007-2006-Diesel;peugeot;1007;1,4 HDI;Small;DieselSmall;82;3.26E-05;2102686916,00;1.603.570.483;1575;Diesel;50;79.5;10.030.716;61.918;0.447577093;10.16
2006;peugeot-107-2006-Diesel;peugeot;107;1,4 HDI 5D MAN.;Small;DieselSmall;114;4.53E-05;1448481308,00;112.294.852;1225;Diesel;40;6.672.727.273;8.162.714;55.909;0.416393443;10.16
2006;peugeot-807-2006-Diesel;peugeot;807;#N/A;Large;DieselLarge;47;1.87E-05;6016530374,00;4.612.734.287;2500;Diesel;100;128;15.313.375;87.505;0.741605839;10.16
2006;porsche-911-2006-Benzin;porsche;911;3,8;Large;BenzinLarge;2136;0.000848583;2249954439,00;1.486.618.477;1865;Benzin;261;2.583.333.333;8.952.625;70.125;1.330.588.235;11.31
2006;porsche-cayman-2006-Benzin;porsche;cayman;5-TRINS;Small;BenzinSmall;74;2.94E-05;1459925234,00;9.694.607.973;1675;Benzin;217;245;1.038.996;7.812;1.242.857.143;11.31
2006;rover-45-2006-Benzin;rover;45;1,6;Small;BenzinSmall;89;3.54E-05;2101635514,00;1.880.224.825;1640;Benzin;80;109;10.601.808;76.272;0.958474576;11.31
2006;seat-alhambra-2006-Diesel;seat;alhambra;1,9 TDI;Large;DieselLarge;104;4.13E-05;5842838785,00;5.212.825.512;2510;Diesel;85;127.5;14.497.919;83.803;0.730935252;10.16
2006;seat-toledo-2006-Diesel;seat;toledo;2,0 TDI AUT.;Small;DieselSmall;92;3.65E-05;4618633178,00;4.103.375.813;2050;Diesel;81;140;11.124.864;77.256;0.601183432;10.16
2006;skoda-roomster-2006-Diesel;skoda;roomster;1,9 TDI;Small;DieselSmall;84;3.34E-05;2488329439,00;2.314.431.905;1775;Diesel;77;82.75;1.136.016;70.644;0.549189189;10.16
2006;skoda-superb-2006-Diesel;skoda;superb;2,0 TDI;Large;DieselLarge;86;3.42E-05;5081764019,00;4.644.332.347;2103;Diesel;103;140;1.248.912;8.496;0.638993711;10.16
2006;toyota-aygo-2006-Diesel;toyota;aygo;1,4 DIESEL 5-DØRS HB;Small;DieselSmall;255;0.000101306;1470759346,00;129.063.449;1250;Diesel;40;66;8.120.574;55.242;0.416393443;10.16
2006;volkswagen-eos-2006-Benzin;volkswagen;eos;2,0 TFSI;Large;BenzinLarge;138;5.48E-05;5884357477,00;5.335.217.767;1950;Benzin;147;1.666.666.667;11.367.216;78.939;0.92704918;11.31
2006;volkswagen-touareg-2006-Diesel;volkswagen;touareg;3,0 V6 TDI AUT.;Large;DieselLarge;134;5.32E-05;1064950935,00;9.766.100.394;2850;Diesel;165;262;1.592.352;9.312;1.026.262.626;10.16
2006;volvo-s80-2006-Diesel;volvo;s80;UOPLYST;Large;DieselLarge;66;2.62E-05;1401858645,00;1.311.048.209;2200;Diesel;136;171.5;1.344.129;9.021;0.741605839;10.16
2006;volvo-v50-2006-Diesel;volvo;v50;1,6 D;Small;DieselSmall;99;3.93E-05;3790829439,00;3.608.982.989;1960;Diesel;132;126.4;11.574.915;798.624;0.587283237;10.16
2006;volvo-xc90-2006-Benzin;volvo;xc90;V8 AUT.;Large;BenzinLarge;51;2.03E-05;1051865654,00;9.977.157.925;2750;Benzin;232;185;1.578.528;9.072;1.528.378.378;11.31
2007;bmw-3-serie-2007-Benzin;bmw;3-serie;328i Touring;Large;BenzinLarge;721;0.000284749;4999150402,00;4.422.131.215;1970;Benzin;172;129;11.681.488;82.264;0.694011976;11.59
2007;bmw-5-serie-2007-Diesel;bmw;5-serie;535d Touring Steptronic;Large;DieselLarge;38;1.50E-05;7557106774,00;6.712.506.911;2200;Diesel;210;163;1.246.752;8.805.625;0.547619048;10.35
2007;volkswagen-passat-2007-Diesel;volkswagen;passat;2,0 TDI AUT.;Large;DieselLarge;5558;0.002195052;4330769231,00;3.973.295.808;2140;Diesel;103;1.486.666.667;13.195.728;8.680.533.333;0.619760479;10.35
2007;suzuki-swift-2007-Benzin;suzuki;swift;1,3;Small;BenzinSmall;4400;0.001737717;1526865672,00;1.265.014.545;1475;Benzin;68;94;93.795;6.253;0.752597403;11.59
2007;opel-corsa-2007-Benzin;opel;corsa;1,2;Small;BenzinSmall;3399;0.001342386;1446061998,00;1.166.699.331;1585;Benzin;59;78;101.916;6.84;0.673837209;11.59
2007;volkswagen-golf-2007-Diesel;volkswagen;golf;2,0 TDI;Small;DieselSmall;3316;0.001309607;3308840413,00;3.029.175.625;1990;Diesel;77;1.166.666.667;11.707.168;74.096;0.5390625;10.35
2007;skoda-octavia-2007-Diesel;skoda;octavia;1,9 TDI;Small;DieselSmall;3011;0.001189151;300804822,00;2.773.643.726;1995;Diesel;77;110.2;11.391.358;8.002.416;0.568681319;10.35
2007;skoda-fabia-2007-Benzin;skoda;fabia;1,4 COMBI;Small;BenzinSmall;2925;0.001155187;1572893226,00;1.435.373.064;1500;Benzin;47;8.110.714.286;94.743;6.751.533.163;0.685798817;11.59
2007;toyota-avensis-2007-Benzin;toyota;avensis;1,8 VAN;Small;BenzinSmall;2862;0.001130306;370445465,00;3.193.265.992;1820;Benzin;95;1.393.076.923;1.257.344;8.240.626.087;0.83381295;11.59
2007;renault-clio-2007-Benzin;renault;clio;1,4 16V 100 HK;Small;BenzinSmall;2856;0.001127936;189761194,00;1.660.633.802;1445;Benzin;43;60;8.872.728;62.484;0.694011976;11.59
2007;peugeot-207-2007-Diesel;peugeot;207;1,6HDI 16V STC.;Small;DieselSmall;2800;0.00110582;1859827784,00;1.444.350.379;1660;Diesel;66;9.522.580.645;10.189.452;7.002.904.891;0.466216216;10.35
2007;peugeot-107-2007-Benzin;peugeot;107;1,0I 5D MAN.;Small;BenzinSmall;2686;0.001060797;1205396096,00;9.011.623.229;1190;Benzin;50;6.672.727.273;8.218.623;55.909;0.534101382;11.59
2007;volkswagen-touran-2007-Diesel;volkswagen;touran;1,9 TDI;Large;DieselLarge;2660;0.001050529;3823168772,00;3.677.017.135;2210;Diesel;77;1.172.857.143;12.965.865;7.863.214.286;0.976415094;10.35
2007;peugeot-407-2007-Diesel;peugeot;407;1,6 HDI STC.;Large;DieselLarge;2559;0.00101064;310010333,00;2.393.337.413;2127;Diesel;100;133.75;12.837.244;859.478.125;0.578212291;10.35
2007;peugeot-206-2007-Diesel;peugeot;206;1,4 HDI-5 DØRS;Small;DieselSmall;2515;0.000993263;1676119403,00;1.290.186.261;1525;Diesel;50;7.090.909.091;901.329;63.405;0.444206009;10.35
2007;volkswagen-golf-2007-Benzin;volkswagen;golf;1,4 TSI;Large;BenzinLarge;2496;0.000985759;3308840413,00;3.023.175.625;1900;Benzin;103;1.166.666.667;11.707.168;74.096;0.858518519;11.59
2007;toyota-corolla-2007-Benzin;toyota;corolla;1,6 5D HB;Large;BenzinLarge;2494;0.00098497;3691228473,00;3.196.588.408;2035;Benzin;81;117;11.745.888;7.764.125;0.891538462;11.59
2007;peugeot-207-2007-Benzin;peugeot;207;1,6 I 3 D;Small;BenzinSmall;2422;0.000956534;1859827784,00;1.426.950.379;1640;Benzin;65;9.522.580.645;10.189.452;7.002.904.891;0.742948718;11.59
2007;ford-mondeo-2007-Benzin;ford;mondeo;1,8;Large;BenzinLarge;2220;0.000876757;3480160735,00;3.302.484.679;2090;Benzin;107;1.461.764.706;12.242.659;8.888.757.439;0.912598425;11.59
2007;audi-a6-2007-Diesel;audi;a6;3,0 TDI QUATTRO AUT.;Large;DieselLarge;2134;0.000842793;1156227325,00;1.046.636.449;2475;Diesel;171;169.625;13.360.752;91.570.125;0.892241379;10.35
2007;toyota-aygo-2007-Benzin;toyota;aygo;1,0 3-DØRS HB;Small;BenzinSmall;2113;0.000834499;1184179104,00;1.007.409.209;1200;Benzin;50;66;8.120.574;67.392;0.534101382;11.59
2007;peugeot-307-2007-Diesel;peugeot;307;1,6 HDI STC;Small;DieselSmall;2067;0.000816332;2472032147,00;1.912.715.497;2000;Diesel;66;1.115.625;11.773.168;772.308.125;0.528061224;10.35
2007;mitsubishi-colt-2007-Benzin;mitsubishi;colt;1,3 AUT.;Small;BenzinSmall;2058;0.000812778;1678484501,00;1.405.969.726;1460;Benzin;55;1.031.666.667;1.019.745;6.580.416.667;0.673837209;11.59
2007;toyota-yaris-2007-Diesel;toyota;yaris;1,4 D - 4D 5 DØRS;Small;DieselSmall;2040;0.000805669;1839035591,00;1.618.284.259;1525;Diesel;64;8.717.647.059;975.375;637.925;0.466216216;10.35
2007;toyota-avensis-2007-Diesel;toyota;avensis;2,0 STW D-4D  DPF;Small;DieselSmall;1988;0.000785132;370445465,00;3.237.665.992;1970;Diesel;93;139.826.087;12.086.272;8.240.626.087;0.612426036;10.35
2007;opel-astra-2007-Benzin;opel;astra;1,8;Small;BenzinSmall;1987;0.000784737;2278989667,00;1.827.449.412;1715;Benzin;132;127.2;11.077.209;7.723.829.333;0.706707317;11.59
2007;audi-a6-2007-Benzin;audi;a6;2;Large;BenzinLarge;1954;0.000771704;6435820896,00;5.821.546.538;2240;Benzin;130;169.625;13.360.752;91.570.125;1.016.666.667;11.59
2007;hyundai-getz-2007-Benzin;hyundai;getz;1,1;Small;BenzinSmall;1908;0.000753537;1314833525,00;105.936.173;1550;Benzin;71;8.666.666.667;9.480.423;6.355.555.556;0.777852349;11.59
2007;ford-mondeo-2007-Diesel;ford;mondeo;2,0 TDCRI;Large;DieselLarge;1873;0.000739714;3480160735,00;3.332.484.679;2200;Diesel;92;1.461.764.706;1.251.072;8.888.757.439;0.642857143;10.35
2007;fiat-punto-2007-Diesel;fiat;punto;1,3 JTD;Small;DieselSmall;1853;0.000731816;1520034443,00;1.384.028.794;1665;Diesel;55;6.388.888.889;9.483.248;64.076;0.466216216;10.35
2007;skoda-fabia-2007-Diesel;skoda;fabia;1,9 TDI COMBI;Small;DieselSmall;1824;0.000720363;1572893226,00;1.486.373.064;1685;Diesel;51;8.110.714.286;1.009.635;6.751.533.163;0.507352941;10.35
2007;mazda-6-2007-Benzin;mazda;6;2,0 STATIONSCAR;Large;BenzinLarge;1753;0.000692322;3329506315,00;242.486.682;1875;Benzin;108;147;12.149.568;84.372;0.9272;11.59
2007;ford-focus-2007-Benzin;ford;focus;1,6;Small;BenzinSmall;1662;0.000656383;2728174512,00;2.582.178.537;1820;Benzin;74;111;12.612.096;821.586;0.777852349;11.59
2007;peugeot-307-2007-Benzin;peugeot;307;1,6 I AUT.;Large;BenzinLarge;1651;0.000652039;2472032147,00;1.921.115.497;1975;Benzin;103;1.115.625;11.773.168;772.308.125;0.912598425;11.59
2007;ford-focus-2007-Diesel;ford;focus;1,6 TDCI;Small;DieselSmall;1644;0.000649274;2728174512,00;2.584.578.537;1875;Diesel;66;111;1.192.596;821.586;0.485915493;10.35
2007;fiat-punto-2007-Benzin;fiat;punto;1,4;Small;BenzinSmall;1631;0.00064414;1520034443,00;1.351.628.794;1600;Benzin;48;73;9.483.248;64.076;0.685798817;11.59
2007;volvo-v70-2007-Benzin;volvo;v70;2,4;Large;BenzinLarge;1627;0.00064256;5406188289,00;517610.79;2280;Benzin;103;180.5;1.263.222;8.543.907;1.182.653.061;11.59
2007;kia-picanto-2007-Benzin;kia;picanto;1;Small;BenzinSmall;1522;0.000601092;1025568312,00;8.673.509.301;1350;Benzin;48;6.466.666.667;8.288;5.613.333.333;0.591326531;11.59
2007;mazda-5-2007-Benzin;mazda;5;2;Large;BenzinLarge;1510;0.000596353;2990907003,00;2.203.944.363;2100;Benzin;93;127;12.779.536;79.376;0.95;11.59
2007;audi-a4-2007-Benzin;audi;a4;1,6;Large;BenzinLarge;1457;0.000575421;4591423651,00;4.147.478.631;1960;Benzin;120;1.563.333.333;11.307.094;8.163.123.457;0.821985816;11.59
2007;kia-ceed-2007-Diesel;kia;ceed;1,6 DIESEL;Small;DieselSmall;1423;0.000561993;2197451206,00;1.870.878.464;1820;Diesel;85;1.026.666.667;11.044.352;759.583.125;0.485915493;10.35
2007;suzuki-liana-2007-Benzin;suzuki;liana;1,6 L;Small;BenzinSmall;1394;0.00055054;200912744,00;1.660.429.862;1650;Benzin;79;107;11.080.485;71.487;0.799310345;11.59
2007;suzuki-ignis-2007-Benzin;suzuki;ignis;1,5 L 2 WD;Small;BenzinSmall;1335;0.000527239;1535304248,00;127.167.102;1475;Benzin;69;94;9.529.429;60.697;0.752597403;11.59
2007;fiat-panda-2007-Benzin;fiat;panda;1,2;Small;BenzinSmall;1325;0.00052329;1331710677,00;1.189.819.131;1300;Benzin;44;60;8.613.528;55.932;0.647486034;11.59
2007;suzuki-sx4-2007-Benzin;suzuki;sx4;1,6 4WD;Small;BenzinSmall;1226;0.000484191;2009070034,00;1.675.384.579;1670;Benzin;79;105.4;1.106.508;7.093;0.821985816;11.59
2007;toyota-yaris-2007-Benzin;toyota;yaris;1,3;Small;BenzinSmall;1212;0.000478662;1839035591,00;1.585.884.259;1480;Benzin;51;90.375;975.375;637.925;0.694011976;11.59
2007;ford-fiesta-2007-Benzin;ford;fiesta;1,4;Small;BenzinSmall;1201;0.000474318;1423501722,00;1.368.477.795;1525;Benzin;59;84;9.614.976;660.128;0.719875776;11.59
2007;opel-vectra-2007-Benzin;opel;vectra;1,8;Large;BenzinLarge;1130;0.000446277;3437818599,00;2.755.863.409;1885;Benzin;206;1.406.666.667;1.182.016;8.504.533.333;0.845985401;11.59
2007;mazda-3-2007-Benzin;mazda;3;1,6 HATCHBACK;Small;BenzinSmall;1085;0.000428505;2522123995,00;1.847.915.115;1700;Benzin;110;116.25;11.435.424;7.81;0.83381295;11.59
2007;toyota-corolla-2007-Diesel;toyota;corolla;2,2 D-4D;Large;DieselLarge;1080;0.000426531;2873983927,00;2.561.305.238;2160;Diesel;66;103.5;1.152.972.563;7.764.125;0.650943396;10.35
2007;audi-a4-2007-Diesel;audi;a4;2,0 TDI;Small;DieselSmall;1070;0.000422581;4591423651,00;4.191.878.631;2040;Diesel;103;1.563.333.333;11.617.749;8.163.123.457;0.631097561;10.35
2007;audi-a3-2007-Benzin;audi;a3;1,6;Large;BenzinLarge;1068;0.000421791;3984592423,00;3.611.296.212;1865;Benzin;75;124.875;10.721.568;75.504;0.845985401;11.59
2007;opel-corsa-2007-Diesel;opel;corsa;1,3 CDTI;Small;DieselSmall;1026;0.000405204;1446061998,00;1.199.099.331;1675;Diesel;55;8.269.230.769;101.916;6.84;0.476958525;10.35
2007;ford-ka-2007-Benzin;ford;ka;1,3;Small;BenzinSmall;1022;0.000403624;1097841561,00;105.426.938;1275;Benzin;51;70;8.083.822;59.006;0.685798817;11.59
2007;skoda-roomster-2007-Benzin;skoda;roomster;1,6;Small;BenzinSmall;1016;0.000401255;3260631458,00;2.956.620.592;1690;Benzin;77;82.75;11.387.208;70.644;0.81048951;11.59
2007;opel-vectra-2007-Diesel;opel;vectra;1,9 CDTI;Small;DieselSmall;1004;0.000396515;3437818599,00;2.800.263.409;2000;Diesel;88;1.488.571.429;13.068;8.504.533.333;0.612426036;10.35
2007;volkswagen-fox-2007-Benzin;volkswagen;fox;1,4;Small;BenzinSmall;997;0.000393751;1512307692,00;1.400.935.623;1480;Benzin;40;63;9.765.448;63.412;0.706707317;11.59
2007;opel-astra-2007-Diesel;opel;astra;1,7 CDTI;Small;DieselSmall;990;0.000390986;2278989667,00;1.844.849.412;1800;Diesel;66;127.2;1.183.875;7.723.829.333;0.485915493;10.35
2007;skoda-octavia-2007-Benzin;skoda;octavia;1,6 FSI;Large;BenzinLarge;966;0.000381508;300804822,00;2.748.443.726;1925;Benzin;85;110.2;1.170.753.461;8.002.416;0.839855072;11.59
2007;volkswagen-polo-2007-Benzin;volkswagen;polo;1,4;Small;BenzinSmall;957;0.000377953;2208955224,00;2.018.363.881;1580;Benzin;59;7.833.333.333;950.796;6.468;0.747741935;11.59
2007;audi-q7-2007-Diesel;audi;q7;3,0 TDI AUT.;Large;DieselLarge;937;0.000370055;1154987371,00;1.057.060.854;3115;Diesel;240;256.25;17.536.068;100.782;1.15;10.35
2007;peugeot-407-2007-Benzin;peugeot;407;1,8 I STC.;Large;BenzinLarge;921;0.000363736;310010333,00;2.427.537.413;1950;Benzin;155;133.75;12.308.905;859.478.125;1.063.302.752;11.59
2007;honda-civic-2007-Benzin;honda;civic;1,8 I SPORT;Small;BenzinSmall;908;0.000358602;309989667,00;2.705.490.337;1750;Benzin;103;140;1.098.285;7.497;0.7625;11.59
2007;hyundai-matrix-2007-Benzin;hyundai;matrix;1,6;Small;BenzinSmall;879;0.000347148;2009115959,00;1.593.825.583;1800;Benzin;76;106.5;11.471.472;699.828;0.845985401;11.59
2007;seat-altea-2007-Diesel;seat;altea;1,9 TDI;Large;DieselLarge;871;0.000343989;347010333,00;3.116.547.482;2094;Diesel;77;103.5;11.893.692;75.756;0.631097561;10.35
2007;toyota-auris-2007-Benzin;toyota;auris;1,6 5-DØRS HB;Small;BenzinSmall;844;0.000333326;2566349024,00;2.225.045.625;1750;Benzin;91;1.177.272.727;11.289.344;74.272;0.799310345;11.59
2007;peugeot-206-2007-Benzin;peugeot;206;1,4;Small;BenzinSmall;811;0.000320293;1676119403,00;1.291.986.261;1450;Benzin;55;9.371.428.571;901.329;63.405;0.742948718;11.59
2007;volkswagen-passat-2007-Benzin;volkswagen;passat;3,2  4 MOTION;Large;BenzinLarge;769;0.000303706;4330769231,00;4.003.295.808;2350;Benzin;184;1.486.666.667;13.195.728;8.680.533.333;1.159;11.59
2007;chevrolet-matiz-2007-Benzin;chevrolet;matiz;0,8;Small;BenzinSmall;746;0.000294622;105619977,00;752.921.143;1275;Benzin;49;51;78.225;5.25;0.647486034;11.59
2007;kia-rio-2007-Benzin;kia;rio;1,4 MPV;Small;BenzinSmall;723;0.000285538;1432698048,00;121.452.401;1580;Benzin;71;99.6;997.101;6.783;0.685798817;11.59
2007;chevrolet-nubira-2007-Benzin;chevrolet;nubira;1,6 STW;Small;BenzinSmall;696;0.000274875;2181331803,00;1.565.805.188;1765;Benzin;89;122;11.568.164;79.234;0.90546875;11.59
2007;mazda-2-2007-Benzin;mazda;2;1,3 HATCHBACK STANDA;Small;BenzinSmall;665;0.000262632;1696946039,00;1.212.964.122;1485;Benzin;55;90.4;10.075.968;6.612.336;0.626486486;11.59
2007;kia-ceed-2007-Benzin;kia;ceed;1,4;Small;BenzinSmall;664;0.000262237;2197451206,00;1.853.478.464;1710;Benzin;80;121.25;1.133.677.814;759.583.125;0.706707317;11.59
2007;ford-fusion-2007-Benzin;ford;fusion;1,4;Small;BenzinSmall;626;0.00024723;2041251435,00;1.936.050.787;1600;Benzin;59;103;10.621.688;68.972;0.752597403;11.59
2007;nissan-primera-2007-Benzin;nissan;primera;1,8 5 DØRS;Small;BenzinSmall;609;0.000240516;318358209,00;2.825.965.568;1810;Benzin;85;109;12.190.464;82.368;0.858518519;11.59
